Data_Hora,LBA10CP001,LBA10CP951A,LBA10CF001A,LBA10CF001B,LAB60CT002,LAB60CT003,LBA10CF901,JEA10CL901,LAB60CF901,LAB60CF001A,LAB60CF001B
27/07/2022 09:54:00,67.88754,67.97752,435.28125,436.48172,210.36981,210.68802,0.00,12.22766,0.00,1.50728,2.396902762
27/07/2022 10:00:00,67.41019,67.5372,434.04187,435.1312,210.36981,210.64532,0.00,12.23015,0.00,1.50728,0.682182322
27/07/2022 10:06:00,67.2366,67.3559,438.2764,439.23474,210.36981,210.68802,0.00,12.22144,0.00,1.61123,1.721641603
27/07/2022 10:12:00,67.73998,67.86096,436.93375,438.09198,210.32701,210.64532,0.00,12.23077,0.00,1.61123,1.618157087
27/07/2022 10:18:00,67.70527,67.82211,436.57227,437.57254,210.49821,210.81606,0.00,12.21771,0.00,1.55925,1.30100583
27/07/2022 10:24:00,67.53168,67.62785,434.40338,435.1312,210.4126,210.77338,0.00,12.22891,0.00,1.55925,2.23664456
27/07/2022 10:30:00,67.41019,67.5372,436.41736,437.5206,210.36981,210.64532,0.00,12.21833,0.00,1.50728,0.99845646
27/07/2022 10:36:00,67.80074,67.91277,436.31406,437.67645,210.36981,210.68802,0.00,12.21895,0.00,1.50728,1.895138964
27/07/2022 10:42:00,67.14981,67.26524,435.43616,437.05313,210.36981,210.68802,0.00,12.22891,0.00,1.61123,1.206648546
27/07/2022 10:48:00,67.73131,67.83507,436.00424,437.05313,210.32701,210.64532,0.00,12.19843,0.00,1.4553,1.536668483
27/07/2022 10:54:00,67.32339,67.4336,434.24841,435.23508,210.32701,210.64532,0.00,12.23886,0.00,1.4553,1.766720892
27/07/2022 11:00:00,67.50565,67.61491,435.53943,436.84534,210.36981,210.64532,0.00,12.20589,0.00,1.55925,2.393000487
27/07/2022 11:06:00,67.78338,67.89982,435.90094,437.05313,210.36981,210.68802,0.00,12.22269,0.00,1.55925,0.644834851
27/07/2022 11:12:00,67.09773,67.26524,436.6239,437.67645,210.36981,210.64532,0.00,12.22082,0.00,1.4553,1.662769515
27/07/2022 11:18:00,67.68791,67.82211,435.95261,437.67645,210.32701,210.64532,0.00,12.23762,0.00,1.61123,2.373294826
27/07/2022 11:24:00,67.6532,67.74441,436.88211,438.2478,210.4126,210.7307,0.00,12.24321,0.00,1.61123,1.073786881
27/07/2022 11:30:00,67.19321,67.29115,435.79767,437.10507,210.32701,210.60265,0.00,12.23637,0.00,1.55925,2.303594676
27/07/2022 11:36:00,68.08715,68.19768,436.77884,437.88422,210.32701,210.68802,0.00,12.21833,0.00,1.50728,1.604805363
27/07/2022 11:42:00,67.28,67.4077,434.30005,435.28702,210.36981,210.68802,0.00,12.21584,0.00,1.55925,2.008871978
27/07/2022 11:48:00,67.74866,67.86096,435.64273,436.89731,210.36981,210.68802,0.00,12.20527,0.00,1.61123,1.569737376
27/07/2022 11:54:00,67.78338,67.93867,435.95261,436.84534,210.36981,210.66667,0.00,12.22953,0.00,1.55925,1.268278385
27/07/2022 12:00:00,67.16717,67.30409,434.30005,435.59872,210.36981,210.68802,0.00,12.22517,0.00,1.50728,0.540878857
27/07/2022 12:06:00,67.99168,68.10703,433.73203,435.54678,210.36981,210.68802,0.00,12.20838,0.00,1.76715,1.862707237
27/07/2022 12:12:00,67.56641,67.71851,434.76486,436.27396,210.4126,210.68802,0.00,12.23699,0.00,1.50728,1.796275887
27/07/2022 12:18:00,67.4015,67.52425,435.64273,436.53366,210.36981,210.68802,0.00,12.19843,0.00,1.55925,1.503228895
27/07/2022 12:24:00,67.71395,67.83507,436.36572,437.57254,210.36981,210.68802,0.00,12.23264,0.00,1.61123,2.554143084
27/07/2022 12:30:00,67.39283,67.5372,434.60992,435.85843,210.36981,210.68802,0.00,12.20838,0.00,1.55925,1.062259875
27/07/2022 12:36:00,67.57509,67.69261,434.97141,436.3259,210.36981,210.68802,0.00,12.19283,0.00,1.50728,1.336382084
27/07/2022 12:42:00,67.60113,67.71851,437.96658,439.1828,210.36981,210.68802,0.00,12.24632,0.00,1.50728,1.46170645
27/07/2022 12:48:00,67.27132,67.42065,435.22961,436.5856,210.32701,210.64532,0.00,12.24881,0.00,1.40333,2.03865663
27/07/2022 12:54:00,68.06111,68.18473,435.33289,436.68951,210.36981,210.68802,0.00,12.19843,0.00,1.55925,1.735231791
27/07/2022 13:00:00,67.63584,67.77032,435.22961,436.48172,210.36981,210.68802,0.00,12.21771,0.00,1.29938,1.270463683
27/07/2022 13:06:00,67.29736,67.4077,435.07468,436.42978,210.28421,210.55997,0.00,12.23326,0.00,1.55925,2.492403236
27/07/2022 13:12:00,67.97432,68.10703,435.90094,436.7934,210.36981,210.68802,0.00,12.21646,0.00,1.55925,2.283315769
